plcyNo,bscPlanCycl,bscPlanPlcyWayNo,bscPlanFcsAsmtNo,bscPlanAsmtNo,pvsnInstGroupCd,plcyPvsnMthdCd,plcyAprvSttsCd,plcyNm,plcyKywdNm,plcyExplnCn,lclsfNm,mclsfNm,plcySprtCn,sprvsnInstCd,sprvsnInstCdNm,sprvsnInstPicNm,operInstCd,operInstCdNm,operInstPicNm,sprtSclLmtYn,aplyPrdSeCd,bizPrdSeCd,bizPrdBgngYmd,bizPrdEndYmd,bizPrdEtcCn,plcyAplyMthdCn,srngMthdCn,aplyUrlAddr,sbmsnDcmntCn,etcMttrCn,refUrlAddr1,refUrlAddr2,sprtSclCnt,sprtArvlSeqYn,sprtTrgtMinAge,sprtTrgtMaxAge,sprtTrgtAgeLmtYn,mrgSttsCd,earnCndSeCd,earnMinAmt,earnMaxAmt,earnEtcCn,addAplyQlfcCndCn,ptcpPrpTrgtCn,inqCnt,rgtrInstCd,rgtrInstCdNm,rgtrUpInstCd,rgtrUpInstCdNm,rgtrHghrkInstCd,rgtrHghrkInstCdNm,zipCd,plcyMajorCd,jobCd,schoolCd,aplyYmd,frstRegDt,lastMdfcnDt,sbizCd,zip_first,sido_name,is_seoul,is_gyeonggi,category_raw_l,category_raw_m,category
20250316005400210621,1,1,2,5,54002,42005.0,44002,청년쿡 비즈니스센터 식품제조 스타트업 지원,보조금,청년 푸드산업 스타트업 창업 활성화를 위한 성장 기반 마련,일자리,창업,"□ 공간지원 프로그램
(입주기업)
‧ 센터 내 사무 공간 제공(기업당 1석)
‧ 제품 생산·판매를 위한 주방 및 냉장·냉동실 사용
※ 즉석판매제조가공업만 가능하며, 영업신고 必
(비입주기업)
‧ 신제품 연구개발을 위한 주방 사용

□ 인큐베이팅 프로그램
‧ 제품개발을 위한 초기 사업비 일부 지원(총 150만 원, 지원금 100만 원 + 자부담금 50만 원)
‧ 식품위생법, 식품표시사항, 법률, 마케팅, 특허, 투자 등 각 분야 전문가 1:1멘토링
‧ 온 · 오프라인 품평회 지원
‧ 코엑스 푸드위크 등 국내 전시회·박람회 참가비(부스 비용), 서울시 주최 식품 관련 행사 우선 참가, 크라우드펀딩(와디즈, 해비빈 등)을 포함한 판로지원
‧ 브랜드 및 제품 홍보 지원(홍보 콘텐츠 제작, 홍보 채널 제공 등)
‧ 입주기업 간 네트워킹 지원(역량 강화 교육, 현장 탐방, 네트워킹 행사 등)
‧ 대기업·플랫폼 등 연계 협업, 온·오프라인 판로지원
‧ 중간 평가 및 최종성과공유회를 통한 사업화자금 지원 및 투자유치 기회 제공

▶ 중간 평가: 총 3,500만원 규모 ▶ 최종성과공유회 : 총 2,000만원 규모
※ 사업 운영 진행상황에 따른 변동 가능

□ 지원기간 : 협약일 ~ 2026년 2월 28일까지

※ 입주 공간은 독립공간이 아닌 개방형 공간이며, 센터 공간 내 제품 상시 판매 불가.
※ 입주기업의 경우, 1차 년도 사업 종료 이후 평가를 통해 연장 가능",6114551,청년사업담당관,청년사업담당관 박인현,       ,,,N,57001,56001.0,20250101,20260228,,"신청링크를 통한 제출 (별첨 지원서 양식 작성, 구글 폼 문항 내 제출)","서류평가 : 자격요건 및 서류평가(3.31 ~ 4.4)
서면심사 결과발표 : 개별 안내(문자, 메일) (4.7)
발표평가 : 발표평가(현장대면) (4.9 ~ 4.10)
최종 발표 : 개별 안내(문자, 메일) (4.14)
오리엔테이션 : 프로그램 안내 및 개별 협약(대면 진행) (4.16)

※ 세부 일정은 변경될 수 있음",https://forms.gle/NHB9oJEbgK7voXB29,,"□ 사업 내용
 ㅇ (사업 근거)
   - 「청년기본법」제17조, 제18조
   - 「서울특별시 청년기본조례」제11조, 제12조, 제21조
   - 「서울특별시 청년창업지원조례」제5조
 ㅇ (추진 경과)
   - 청년자율예산(’21년 글로벌 K푸드 브랜딩 플랫폼 사업) 	: ’20. 7. 
   - 청년쿡 비즈니스센터 설치·운영 사업계획(서울시)	: ’20.9.	
   - 청년요식업 분야 창업실태조사 용역 시행 		: ’20.10.~12. 
   - 쿡비즈니스센터 설치·운영 변경계획(서울시) 	: ’21.9.
   - 공간 임차계약 체결 					: ’21.10.
   - ’22년 청년쿡 비즈니스센터 조성 및 운영 계획(외식업)    : ’22.1.
   - 서울시 청년쿡 비즈니스센터 개소                       : ’22.5.
   - ’23년 청년쿡 비즈니스센터 운영 계획(외식업→식품제조업) : ’23.2.
   - ’24년 청년쿡 비즈니스센터 운영 계획(영등포센터 포함)    : ’24.3.
   - 서울시 청년쿡 푸드테크센터 개소                       : ’24.12.
 ㅇ (사업 기간) : 2025. 3. ~ 2026. 2.
 ㅇ (사업비)  1,090백만원(시비 100%)",https://youth.seoul.go.kr/bbs/view.do?pstSn=2503070001&key=2303300002&sc_detailAt=&pageIndex=1&orderBy=regYmd+desc&sc_wDateS=&sc_wDateE=&sc_bbsCtgrySn=2304110001&sc=&sw=&recordCountPerPage=10,,19.0,N,19.0,34.0,N,55003.0,43001.0,0.0,0.0,,"□ 입주기업
‧ 공고일 기준 19~39세(대표자), (시)제품을 보유한 (예비)창업팀
‧ 즉석판매제조가공업만 지원가능
‧ 서울 외 지역 거주 청년 지원 가능(입주 후 센터주소로 사업자등록 혹은 지점 설립 필수)
‧ 입주 후 1개월 이내 사업자등록 및 영업신고(즉석판매가공업) 필수
□ 비입주기업
‧ 공고일 기준 19~39세(대표자), (시)제품을 보유한 창업팀
‧ 서울에 사업 소재지를 둔 즉석판매제조가공업, 식품제조가공업, 위탁생산 및 유통전문판매업을 운영 하고 있는 창업 7년 미만 스타트업
※ 졸업기업 재지원 가능(단, 중간·최종 사업화 자금지원 제외 참여)

※ 청년 창업자 인정기준 : 1986.03.10.~ 2006.03.10. 출생자
※ 청년 기준 연령 산정시 군복무기간 상한 연장 적용",,475,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,"0013002,0013006",0049010,20250301 ~ 20250331,2025-03-16 14:11:03,2025-03-19 10:56:43,0014010,11110,서울특별시,True,False,일자리,창업,취업·일자리
20250316005400210620,1,1,2,5,54002,42002.0,44002,지역연계형 청년 창업 지원사업(넥스트로컬),보조금,"ㅇ 지역상생 차원의 농업‧농촌자원에 대한 인식 전환 및 문화‧관광‧IT 등 다양한 분야에서의 서울청년 참여 지역활력사업 추진 
 ㅇ 서울청년의 지역탐색 과정 통한 지역자원 활용 아이디어 발굴 ‧실험 지원 및 서울-지방 민관협력 통한 지역연계 창업환경 조성 
 ㅇ 지역균형발전을 위해 지역경제 활성화 가능한 청년 비즈니스 모델 개발 및 서울-지역 간 지속가능한 경제적 상생 도모 ",일자리,창업," ㅇ (사업 대상) 서울거주 만19~39세 예비 및 기 창업자 
   - (연령 기준) 19세~39세 이하
   - (소득 기준) 기준 없음
   - (기타 조건) 서울시 거주자, 청년 
 ㅇ (사업 내용)  
   - 지역아이템 활용하여 지역 또는 서울에서 창업하는 청년 개인 또는 팀별 연2천만원~7천만원 단계별 사업비 차등 지원
   - 지역연계형 창업교육 및 전담코칭
   - 지역별 맞춤식 혜택 및 자원연계 제공(공간 및 네트워크 등)
   - 활동지역 : 총 18개 지역 - 강원권역(강릉, 영월, 양구), 충청권역(괴산, 단양, 서천), 호남권역(익산, 목포, 여수, 곡성, 장흥, 강진), 영남권역(구미, 영주, 상주, 예천, 하동, 함양)
    ※ 활동 희망지역은 위에 제시된 4대 권역 중 1개 권역을 선택하여 그 중 최대 3개까지 선택 가능",6114210,대외협력과,대외협력과 백경진,       ,,,N,57001,56001.0,20250101,20251231,,,"서류합격발표 : 4월 9일(수)
면접전형 : 4월 17일(목) ~ 4월 18일(금)
최종선발 : 4월 21일(월)
합격자에게는 개별 메일 발",https://seoulnextlocal.co.kr/,"□ 팀당 1개 제출
※ 양식 다운 후 작성
- 팀 소개서
- 사업신청서

□ 팀원 모두 제출
※ 개인별로 작성 및 발급하여 대표가 하나의 파일로 제출
- 개인정보 수집 이용 및 마케팅 활용 동의서
- 주민등록등본
  * [상한 연령 연장 군필자] 병적증명서, 전역증
- 사실증명원
  * [예비창업자]사업자등록사실여부
  * [기창업자]총사업자등록내역
- [기창업자]사업자등록증
- [타 지역 거주 청년] 서울시 관내 활동이력 증빙자료
  * 재학증명서, 졸업증명서, 재직증명서, 4대보험 가입내역 확인서 중 택1

□ 기타 제반서류
- 지자체 출신 청년 증빙 등","□ 사업 내용
 ㅇ (사업 근거)
   - 도시와 농어촌 간의 교류촉진에 관한 법률 제3조, 제12조
   - 서울특별시 상생교류 활성화 지원에 관한 조례 제4조
   - 서울특별시 청년 기본 조례 제3조, 청년 창업 지원 조례 제5조, 제13조
   - 지역상생 청년 일자리 창출 연계사업 운영계획(서울시장방침 제64호)
 ㅇ (추진 경과)
   - 「지역상생 청년 일자리 창출 연계사업 운영계획」방침 수립 : ’19.3.
   - 지역연계형 청년 창업 지원사업 1~6기 시행  : ’19.9 ~ ’24. 12
 ㅇ (사업 기간)
   - ‘19년 9월 시행 ~ 계속시행
 ㅇ (사업비) 1,320백만원 (전액 시비)",,,140.0,N,19.0,39.0,N,55003.0,43001.0,0.0,0.0,,,,545,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013006,0049010,20250305 ~ 20250331,2025-03-16 13:59:12,2025-03-19 10:18:38,0014010,11110,서울특별시,True,False,일자리,창업,취업·일자리
20250316005400210619,1,1,1,3,54002,42005.0,44002,서울청년 예비인턴,인턴,"ㅇ 대학 재학생에게 졸업 전 선제적으로 일경험 기회를 제공하여, 청년들의 직무역량을 향상시키고 기업 요구에 맞는 실무형 인재 양성",일자리,재직자,"ㅇ (사업 근거)
   - 청년기본법 제19조(청년 능력개발 지원), 청년고용촉진특별법 제1조·제3조
   - 서울특별시 청년기본조례 제11조(청년의 능력개발 및 교육지원 등)
   - 서울특별시 청년일자리 기본 조례 제7조 제1항(직장체험 기회 제공)
 ㅇ (추진 경과)
   - 서울청년 예비인턴 추진계획 수립 : ʼ24. 4.
   - 사업 운영 전문기관 선정 ※운영대행(ʼ24. 4. 22.), 직무교육(ʼ24. 6. 18.)
   - 총 8개 직무분야 선정 : ʼ24. 4.
   - 서울 청년 예비인턴 참여기업 모집 : ʼ24. 4.~5.
   - 참여기업 선정 심사위원회 운영 : ʼ24. 5.
   - 예비인턴 참여자 모집·선발 : ʼ24. 6.~7. ※근로기간 ʼ24.8.1.~11.30.
   - 발대식 : ʼ24. 7. 15.
   - 예비인턴 참여자 추가 모집·선발 : ʼ24. 8.~9. ※근로기간 ʼ24.9.12.~12.11.
   - 예비인턴 기업 및 참여자 현장점검 : ʼ24. 9.~10.
   - 직무수행역량 평가 : ʼ24. 8.~11.
   - 참여자 및 참여기업 대상 만족도 조사 : ʼ24. 12.
   - 성과공유회 : ʼ24. 12. 18.
 ㅇ (사업 기간) ‘24년 ~ (계속사업)
 ㅇ (사업 대상) 서울 거주 혹은 서울 소재 대학 재학 중인 만 19~39세 청년 
   - (연령 기준) 19~39세
   - (소득 기준) 무관
※ 우선 선발 대상(서류 심사시 가점 부여)
  - 취업취약계층 : 저소득층, 장애인, 국가 유공자, 취업지원 대상자 등 (관련 증빙자료 제출)
  - 청년부상 제대군인(군의관발병경위서, 의사진단서 등 증빙자료 제출)
  - 4학기 이상 수료한 재학생(3,4학년)(재적증명서 등 증빙자료 제출)
 ㅇ (사업 내용) 기업 직무체험 기회 제공 및 직무역량 강화 교육 지원
   - (직무체험) 기업별 직무 수요에 따라 청년 선발 후 인턴 배치
   - (근로조건) 주 5일 8시간 최대 4개월 근무, 생활임금* 및 보험료 지급
       * ’25년 서울시 생활임금 적용, 시급 11,779원(월 2,461천원)
 ㅇ (사업비) 1,131백만원 (지방비 1,131백만원)",6114550,청년정책담당관,청년정책담당관 박지슬,       ,,,N,57001,56001.0,20250101,20251231,,,,,,,,,100.0,N,19.0,39.0,N,55003.0,43001.0,0.0,0.0,,,,166,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013010,0049005,20250301 ~ 20250630,2025-03-16 13:48:20,2025-03-27 15:48:59,0014010,11110,서울특별시,True,False,일자리,재직자,취업·일자리
20250315005400210618,1,1,1,1,54002,42005.0,44002,미래 청년 일자리 사업,인턴,"ㅇ 미래 변화를 주도할 신산업 분야 청년일자리 발굴 및 제공
ㅇ 기업맞춤형 직무교육과 일경험 병행을 통해 기업-청년 미스매치 완화",일자리,취업,"ㅇ (사업 근거)
   - 청년기본법 제17조(청년 고용촉진 및 일자리 질 향상)
   - 청년고용촉진특별법 제1조(목적) · 제3조(국가 및 지방자치단체 등의 책무)
   - 서울시청년기본조례 제11조(청년의 능력개발 및 교육지원 등) · 제12조(청년의 고용확대 등)
   - 서울시일자리정책기본조례 제5조(일자리 창출 사업) · 제6조(취업지원 사업)
 ㅇ (추진 경과)
   - 서울청년시민회의 청년자율예산 정책 제안 : 20. 7.
   - 서울청년시민회의 대시민투표 추진 : 20. 8.
   - 청년 일자리 ‘1,000개의 꿈’ 사업 추진 : 21. 1. ~ 12.
   - 미래 청년 일자리 사업 추진 : 22. 1. ~ 
    · 서울시-한국콘텐츠진흥원 업무협약 체결 : 22. 3.
    · 서울시-한국사회적기업진흥원 업무협약 체결 : 23. 3.
 ㅇ (사업 기간) : ’22년 ~ (계속사업)
 ㅇ (사업 대상) : 서울 거주 미취업 청년(※대학 및 대학원 재학생 참여 제외)
   - (연령 기준) : 만19~39세 
   - (소득 기준) : 무관
    · 취업취약계층(저소득층·장애인·국가유공자 등) 서류심사 가점을 통한 우대 지원
 ㅇ (사업 내용)  
   - 최대 6개월 일자리 지원 + 역량강화 교육 지원
 ㅇ (사업비) : 8,953백만원 (지방비 8,953백만원)",6114550,청년정책담당관,청년정책담당관 김강,       ,,,N,57001,56001.0,20250101,20251231,,,,,,,,,500.0,N,19.0,39.0,N,55003.0,43001.0,0.0,0.0,,,,202,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013003,0049010,20250301 ~ 20250731,2025-03-15 14:19:22,2025-03-27 15:49:29,0014010,11110,서울특별시,True,False,일자리,취업,취업·일자리
20250315005400210616,1,1,1,1,54002,42002.0,44002,서울 매력일자리,맞춤형상담서비스,어려운 고용여건에 있는 실업시민이 안정된 생활기반 위에서 직업역량을 배양하고 체계적인 취·창업 지원을 통해 안정적 일자리 진입 지원,일자리,취업,"○ 지원내용: 직무교육 + 일 경험 제공 + 취·창업 지원
○ 일터 기반 학습을 통한 취업 디딤돌 일자리 사업
- 경력형성형 : 민간 부문에서 경력 형성 기회가 적고 공공부문에서 주도적으로 유용한 일 경험 기회 제공이 가능한 일자리 연계사업
- 약자동행형 : 노인 · 장애인 등 사회적 약자 보호를 위한 정책사업 지원 및 민간분야 일자리 연계가 가능한 사업
○ 임금: 서울형 생활임금 시급 11,779원 적용 (일급제)
○ 최대 18개월간 안정적으로 근무가능 (풀타임 · 파트타임 선택가능)
○ 일하는 동안 관련 경력을 쌓아 민간일자리에 취업, 2023년 참여자취업률 60.5%
○ 연간 140시간 취·창업교육, 자격증 응시비용 지원
○ 문의처 : 다산콜센터 120",6114553,경제일자리기획관,일자리정책과 이상훈,       ,,,N,57001,56001.0,20250101,20251231,,,,https://job.seoul.go.kr,,"□ 사업 내용
ㅇ 사업 근거
   - 고용정책기본법 제6조(국가와 지방자치단체의 시책), 제34조(실업대책사업)
   - 서울특별시 일자리정책 기본 조례 제3조(시장의 책무)~7조(보조금 지원 사업)
   - 서울특별시 청년일자리 기본 조례 제3조(책무), 제11조(행정적·재정적 지원)
 ㅇ 주요 추진경과
   - (2013년) 취약계층의 일자리지원을 위한 경과형 일자리 도입
   - (2015년) 민간수요를 반영한 민간공모 방식 도입
   - (2016년) 청년사업 강화, 투자출연기관 사업 추진
   - (2017년) 참여자 처우 개선(생활임금 지급 등), 자치구 사업 도입
   - (2018년) 민간기업 맞춤형 뉴딜일자리 사업 도입
   - (2020년) 평가 개선 등 사업관리 강화, 참여자 온라인 교육 도입
   - (2021년) 온라인 교육 확대, 사업종료자 취창업 지원서비스 도입
   - (2022년) 서울시 공공일자리 개편
   - (2024년) 뉴딜일자리에서 매력일자리로 사업명칭 변경
 ㅇ 사업 기간 : ’13년부터 계속사업
□ 과제 추진체계
 ㅇ 사업 대상 : 구직의사 있는 미취업 만18세 이상 서울시민
 ㅇ 사업주체
   - 공공형(서울시, 투자출연기관, 자치구), 민간형(민간협회·단체)
 ㅇ 사업 시행방법
   - 직접사업(서울시 본청 및 사업소), 간접사업(자치구 사업: 시 70%, 구 30%)
   - 민간보조사업(투자출연기관, 민간기업 맞춤형, 민간 협단체 협력형)
 ㅇ 사업비: 71,130백만원(구비 3,039백만원 별도)",https://news.seoul.go.kr/economy/newdeal,,3500.0,N,18.0,39.0,N,55003.0,43001.0,0.0,0.0,,,,757,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013003,"0049001,0049003,0049004,0049006,0049008",20250101 ~ 20250331,2025-03-15 14:00:50,2025-03-18 10:54:42,0014010,11110,서울특별시,True,False,일자리,취업,취업·일자리
20250315005400210614,1,1,1,1,54002,42002.0,44002,서울시 일자리카페 운영,맞춤형상담서비스,"ㅇ 취업준비 청년에게 일자리정보와 취업상담, 특강, 멘토링 등 취업 역량강화 프로그램과 스터디룸 대여, 이력서용 사진촬영 등 취업 준비 종합서비스 제공",일자리,취업,"ㅇ 사업 근거
   - 서울특별시 청년일자리 기본조례 제11조(행정적·재정적 지원)
   - 서울특별시 일자리정책 기본조례 제18조(일자리지원시설)·제19조(행정·재정 지원)
 ㅇ 사업 기간 : ’16년 ~ 계속 사업 
 ㅇ 사업 대상 : 39세 이하 청년 구직자
 ㅇ 사업내용 : 취업지원 프로그램(1:1상담, 취업특강, 멘토링 등)및 스터디룸 무료 제공 
 ㅇ 사업비 : 1,297백만원 (지방비 100%)",6114553,경제일자리기획관,일자리정채과 이수정,       ,,,N,57001,56001.0,20250101,20251231,,,,,,,,,0.0,N,19.0,39.0,N,55003.0,43001.0,0.0,0.0,,,,195,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013010,0049010,20250201 ~ 20251231,2025-03-15 12:38:51,2025-03-27 15:51:18,0014010,11110,서울특별시,True,False,일자리,취업,취업·일자리
20250315005400210613,1,1,1,1,54002,42002.0,44002,서울형 청년인턴 직무캠프,인턴,ㅇ 실무중심 직무교육과 인턴십 과정의 접목으로 청년 구직자에게 일경험 및 취업역량 강화 지원,일자리,취업,"ㅇ (사업 근거)
  - 청년고용촉진특별법 제8조의2(청년에 대한 직장체험 기회 제공)
  - 서울특별시 일자리 정책 기본 조례 제6조(취업 지원 사업)
  - 서울특별시 청년일자리 기본 조례 제7조(청년일자리 지원 사업)
 ㅇ (사업 기간)
   - ’21년~ (계속사업)
 ㅇ (사업 대상)
   - 서울시 거주 청년(18∼34세 )
     ※「제대군인지원에 관한 법률 시행령」제19조에 따라 제대군인의 응시 연령을 군 복무기간만큼 최대 3년까지 연장
 ㅇ (사업 내용)  
   - 사전직무교육 ✚ 인턴십 및 직장적응교육 ➔ 취업연계
 ㅇ (사업비) 4,316백만원 (지방비 100%)",6114553,경제일자리기획관,일자리정책과 김애림,       ,,,N,57002,56001.0,20250101,20251231,,,,,,,,,270.0,N,18.0,34.0,N,55003.0,43001.0,0.0,0.0,,,,1887,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013010,0049010,,2025-03-15 12:30:48,2025-03-27 15:58:50,0014010,11110,서울특별시,True,False,일자리,취업,취업·일자리
20250315005400210612,1,1,1,1,54002,42006.0,44002,취업날개 서비스 지원,보조금,ㅇ 물가상승과 취업난으로 경제적 부담을 겪고 있는 구직 청년들을 지원,일자리,취업,"ㅇ (사업 근거)
   - 「청년고용촉진 특별법」제3조(국가 및 지방자치단체 등의 책무)
   - 「서울특별시 청년 기본 조례」제12조(청년의 고용확대 등)
   - 「서울특별시 청년일자리 기본 조례」제12조(행정적·재정적 지원)

 ㅇ (추진 경과)
   - ’16년도 취업날개 서비스 최초 시행계획 수립 
   - 청년구직비용 절감을 위한 재정적 지원 근거 신설     
   - ’24년 취업날개 서비스 운영기관 확대 (14개 지점)

 ㅇ (사업 기간)
   - ’16년~ (계속사업)

 ㅇ (사업 대상)
   - 서울시 거주 청년(고교졸업예정자 ∼ 39세 )
    ※ 주민등록 및 추가 증빙 등을 통하여 서울에 거소를 두고 있음이 확인된 청년
  
 ㅇ (사업 내용)  
   - 구직용 면접정장 무료대여(1인당 연간 최대 10회)

 ㅇ (사업비) 2,123백만원 (지방비 100%)",6114553,경제일자리기획관,일자리정책과 김애림,       ,,,N,57002,56001.0,20250101,20251231,,,,https://youth.seoul.go.kr/content.do?key=2310100015,,,https://youth.seoul.go.kr/content.do?key=2310100015,,55000.0,N,18.0,39.0,N,55003.0,43001.0,0.0,0.0,,,,3802,6110000,서울특별시,0000000,서울특별시,6110000,서울특별시,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740",0011009,0013010,0049010,,2025-03-15 12:19:02,2025-09-02 13:38:23,0014010,11110,서울특별시,True,False,일자리,취업,취업·일자리
20250310005400110607,1,3,9,21,54001,42004.0,44002,예비청년 대상 발명교육 지원,교육지원,발명/특허 특성화고 지원,교육,미래역량강화,"직업계고 발명/특허 교육지원 학교를 지정하고 발명/지식재산 관련 정규교과목 운영, 산학협동형 교육 등 다양한 지식재산 교육 프로그램 제공",1430000,특허청,,B550576,한국발명진흥회,,N,57002,56001.0,20250101,20251231,,"신청서 접수
교육지원청에서 관내 학교로 안내 공문 발송
관내 학교 일정별 신청 및 접수","□ 과정별 선발 방법
정규교육과정 (초급 : 신청학생을 대상으로 추천 또는 선발, 중급 : 초급과정 수료자 중 선발, 고급 : 중급과정 수료자 중 선발)
특별교육 과정 : 신청 학생을 대상으로 추천 또는 선발, 해당 분야의 수학능력을 고려하여 선발
□ 확정 통보 및 교육활동
교육지원청에서 확정명단 및 교육활동 일정 안내 공문 발송
발명교육센터 홈페이지에 확정명단 및 교육활동 일정 공개
발명교육포털사이트 (www.ip-edu.net)에 교육계획 안내",,,,https://www.ip-edu.net/home/kor/main.do,,0.0,N,0.0,0.0,Y,55003.0,43001.0,0.0,0.0,,,,142,1430000,특허청,0000000,특허청,1430000,특허청,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049002,,2025-03-10 22:50:50,2025-03-14 10:04:03,0014010,11110,서울특별시,True,False,교육,미래역량강화,교육·훈련
20250310005400110606,1,3,9,21,54001,42004.0,44002,체계적인 지식재산 인재 및 리더 양성,교육지원,지식재산 전문인력 양성 중점대학 운영 및 산학협동현 캠퍼스특허유니버시아드 운영,"일자리,교육","취업,미래역량강화","ㅇ 권역별 9개의 지식재산 중점대학을 지정하여 지식재산 교육을 강화하고, 대학특성/지역별 주력산업 등과 연계한 IP융합전공과정 운영(경상대, 전남대, 충북대, 충남대, 경북대, 강원대, 부산대, 전북대, 제주대)

ㅇ 발명사업화, 특허전략 수립 2개 부문에 대해 산학협동형 IP실무교육 및 대회 경진대회를 개최하여 기업이 필요로 하는 지식재산 인재 양성",1430000,특허청,,B550576,한국발명진흥회,,N,57002,56001.0,20250301,20251231,,,,,,,,,0.0,N,0.0,0.0,Y,55003.0,43001.0,0.0,0.0,,,,212,1430000,특허청,0000000,특허청,1430000,특허청,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011005,0013010,0049005,,2025-03-10 22:45:39,2025-03-27 16:00:37,0014010,11110,서울특별시,True,False,"일자리,교육","취업,미래역량강화",취업·일자리
