plcyNo,bscPlanCycl,bscPlanPlcyWayNo,bscPlanFcsAsmtNo,bscPlanAsmtNo,pvsnInstGroupCd,plcyPvsnMthdCd,plcyAprvSttsCd,plcyNm,plcyKywdNm,plcyExplnCn,lclsfNm,mclsfNm,plcySprtCn,sprvsnInstCd,sprvsnInstCdNm,sprvsnInstPicNm,operInstCd,operInstCdNm,operInstPicNm,sprtSclLmtYn,aplyPrdSeCd,bizPrdSeCd,bizPrdBgngYmd,bizPrdEndYmd,bizPrdEtcCn,plcyAplyMthdCn,srngMthdCn,aplyUrlAddr,sbmsnDcmntCn,etcMttrCn,refUrlAddr1,refUrlAddr2,sprtSclCnt,sprtArvlSeqYn,sprtTrgtMinAge,sprtTrgtMaxAge,sprtTrgtAgeLmtYn,mrgSttsCd,earnCndSeCd,earnMinAmt,earnMaxAmt,earnEtcCn,addAplyQlfcCndCn,ptcpPrpTrgtCn,inqCnt,rgtrInstCd,rgtrInstCdNm,rgtrUpInstCd,rgtrUpInstCdNm,rgtrHghrkInstCd,rgtrHghrkInstCdNm,zipCd,plcyMajorCd,jobCd,schoolCd,aplyYmd,frstRegDt,lastMdfcnDt,sbizCd
20240122005400100001,1,003,009,019,0054001,,0044002,2024년 스타트업 AI기술인력 양성사업(이어드림 스쿨) 청년인재 모집,,"인공지능 실무 기술인력을 양성하고, 청년인재와 혁신 벤처·스타트업을 연계","일자리,교육","취업,미래역량강화","□ 교육비용: 무료
ㅇ (오프라인) 교육인프라(PC 등), 교재 지원 포함
ㅇ (온 라 인) 별도 교육인프라 지원 없음, 교재 지원 포함

□ 교육내용
ㅇ 인공지능 특화 교육
 - 인공지능 관련 대학 학과의 4년 전공 기초·필수 전 과정 교육 및 현업문제 해결을 위한 프로젝트 과정 10개월간 집중 운영
ㅇ 취·창업 연계 지원
- (취업지원) 엔터(게임), 금융(핀테크), 유통(플랫폼), 바이오(의료IT) 등 인공지능 분야 스타트업 중심으로 매칭데이 운영 및 현장매칭 진행
- (창업지원) 창업 희망 교육생에게 창업 Track을 통한 창업 기본 및 직무교육, 전문 멘토링, 예비 IR 피칭 등 패키지 지원",B554009,중소벤처기업진흥공단,,B554009,중소벤처기업진흥공단,,N,0057001,,,,"□ 교육기간 : 10개월이내 (`24. 3月 ∼ `24. 12月)
ㅇ (오프라인) 주 5일, 일 8시간(9시~18시), 대면 교육을 원칙으로 함
ㅇ (온 라 인) 주 5일, 일 8시간(9시~18시), 비대면 교육을 원칙으로 함
   - 온라인 과정은 오프라인 과정과 동일 시간에 교육이 실시되며, 실시간으로 출결을 확인할 수 있음",이어드림 스쿨 4기 접수 페이지(yeardream.ninehire.site)에서 온라인 접수,서류심사 ▷ 인공지능 적성검사(온라인) ▷ 심층면접 ▷ 결과발표,https://yeardream.ninehire.site/,첨부파일 공고문 확인,"[접수 및 선발 문의] 02-6735-1341, 02-6735-1342 
[사업문의] 02-6735-1343, 02-6735-1344",,,100,N,0,39,N,,,,,,"□ 학력ㆍ전공과 무관, 만 39세 이하의 대한민국 국적 청년
 ㅇ 교육 수료 및 수료 이후 즉시 취업이 가능한 미취업자

□ 온라인 과정 선발 정원(100명)의 50%는 비수도권 지역(서울, 경기, 인천 외) 거주 청년 우선 선발
* 주민등록표 內 거주지 기준으로 선발하고, 해당 부분 지원 시 관련 증빙 서류 제출 필수","1. 국세 또는 지방세를 체납 중(징수유예 포함)인 자
 2. 한국신용정보원의 “일반신용정보관리규약”에 따라 연체, 대위변제·대지급, 부도, 관련인, 금융질서문란, 화의·법정관리·기업회생신청·청산절차 등 정보가 등록되어 있는 자
   * 단, 신용회복위원회의 프리워크아웃, 개인워크아웃 제도에서 채무조정합의서를 체결한 경우, 법원의 개인회생제도에서 변제계획인가를 받거나 파산면책 선고자, 회생인가를 받은 자는 신청(지원)가능
 3. 전일 교육 참여 및 즉시 취업이 어려운 재학생ㆍ휴학생ㆍ군복무(산업기능요원 포함) 중인 자 등       
* 단, 2024년 9월 전 졸업예정자는 참여 가능
 4. 현재 직장에 재직 중인 자(교육 개시 전 퇴사자는 신청 접수 가능)
 5. 휴ㆍ폐업하지 않은 개인사업자(교육 개시 전 휴ㆍ폐업자는 신청 접수 가능)
 6. 스타트업 AI기술인력 양성(이어드림 스쿨) 제 1기~제 3기 수료생, 중도포기 및 제적된 자
   * 단, 스타트업 AI기술인력 양성(이어드림 스쿨) 제 1기~제 3기 선발과정에서 탈락한 경우는 재지원 가능",29,B554009,중소벤처기업진흥공단,B000000,정부산하기관및위원회,B000000,정부산하기관및위원회,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013003,0049010,20240122 ~ 20240226,2024-01-22 13:45:00,2024-01-22 13:54:42,0014010
20240119005400200011,1,003,010,023,0054002,,0044002,상반기 경기도 대학생 학자금 대출이자 지원 공고,,"경기도 내 대학생, 대학원생의 학자금 대출이자 지원","복지문화,교육","취약계층 및 금융지원,교육비지원","- (지원 내용) 한국장학재단에서 2010년 2학기 이후 2023년 2학기까지 대출받은 학자금
※ (등록금, 생활비)의 2023년 하반기(7월 ~ 12월) 동안 발생한 이자 지원
- (지원 방법) 발생한 이자금액만큼 대출 원리금에서 상환하는 방식
※ 한국장학재단 대출 계좌로 상환 원칙, 지원금 입금 전 대출금이 전액 상환(완제)된 경우 지원 불가
※ 타 기관 및 지자체 학자금 대출이자 지원사업과 중복지원 불가",6410000,경기도,,6410000,경기도,,N,0057001,,,,,- '경기 민원 24' (https://gg24.gg.or.kr)에서 온라인(모바일) 신청,- 지원 자격 검토 후 이상이 없는 경우 순차 지원(지원 내역 확인은 한국장학재단 홈페이지),https://gg24.gg.or.kr,- 공고문 참고,,,,,N,,,Y,,,,,,,,15,6410000,경기도,6410000,경기도,6410000,경기도,41000,0011009,0013010,"0049005,0049006,0049007,0049008",20240103 ~ 20240219,2024-01-19 19:24:15,2024-02-20 16:59:51,0014010
20240119005400200005,1,001,001,001,0054002,,0044002,구리시 청년내일센터 상반기 입주기업 모집,,구리시의 청년 창업문화 환경조성 및 창업활성화 지원,일자리,취업,"□ 입주공간 위치 : 경기도 구리시 건원대로67 한진빌딩 3층, 4층
 - 3층(공유오피스 지정석), 4층(공유오피스 자유석) ※ 평가 후 고득점순 선발/배정

□ 입주기업 혜택
 ㅇ공간 지원
 - 입주 공간 임대료, 공공요금, 관리비 무료
 - 입주기업별 사물함 무료 제공
 - 교육실, 회의실, 3D프린터 이용 무료 제공
 - 촬영 스튜디오 이용 무료 제공
ㅇ 프로그램
 - 창업 멘토링, 컨설팅 지원
 - 청년 스타트업 1:1 역량 강화 지원 및 네트워킹
 - 로고제작, 홍보영상, 라이브커머스 등 사업화 지원 
 - 원두 커피 머신 이용 및 다과 무제한 제공",3980000,구리시 청년내일센터,,3980000,구리시 청년내일센터,,N,0057001,,,,입주기간: 중간 평가를 거쳐 최대 7년 이내 입주 가능,"□ 서류 제출 : 2024.02.02.(금) 11:00 까지
 ※ 제출서류
 ㅇ 입주신청서(※ 작성 가능하신 부분까지 작성하시고 해당 없는 부분은 '해당없음'이라고 표기)
 ㅇ 개인정보수집이용동의서
 
□ 발표 PPT 제출 : 2024.02.05.(월) 18:00 까지
 - 분량 : 표지 포함 10 페이지 이내
※ 제출방법 : 담당자 이메일 제출 hksb@kw.ac.kr

※ 서류 접수 후 확인 연락 필수 031-557-9980",,,,문의 : 031-557-9980,https://guristartup.or.kr/bbs/board.php?bo_table=cnotice&wr_id=936,,,N,19,39,N,,,,,,,,18,6410000,경기도,6410000,경기도,6410000,경기도,41000,0011009,0013010,0049010,20240119 ~ 20240202,2024-01-19 17:42:18,2024-06-05 14:17:32,0014010
20240119005400200007,1,002,005,010,0054002,,0044002,포천 청년 창업자 임차료 지원,,창업 자본이 부족한 청년 창업자들에게 임차료의 일부 보조,주거,주택 및 거주지,- 임차료 50% 지원(월 최대 50만원/6개월 간),5600000,경기도 포천시,,5600000,경기도 포천시,,N,0057001,,,,,방문 또는 이메일 접수(pyhm2023@korea.kr),"- 방법 : 포천시청 홈페이지 게시 및 합격자 개별 통보
- 발표일 : 2023.2.16.(금) 예정",https://pocheon.go.kr,,,https://pocheon.go.kr,,10,N,19,49,N,,,,,,,,189,5600000,경기도 포천시,6410000,경기도,6410000,경기도,41650,0011009,0013006,0049010,20240110 ~ 20240130,2024-01-19 15:43:37,2024-01-19 15:43:37,0014010
20240119005400100002,1,004,016,043,0054001,,0044002,도시가스 절약 캐시백,,동절기(12~3월) 도시가스 사용량 감축을 위해 운영하는 제도로 전년도 사용량보다 3% 이상 절약하면 절감량에 따라 현금으로 돌려주는 제도,"복지문화,복지문화","취약계층 및 금융지원,예술인지원","□ 캐시백 지급 방식
- 절감 성공 시 신청자의 계좌로 현금 지급",1450000,산업통상자원부,,B551210,한국가스공사,,N,0057001,,,,,K- 가스캐시백 사이트(https://www.k-gascashback.or.kr)를 통해 가입 및 신청,,https://www.k-gascashback.or.kr,,,https://www.k-gascashback.or.kr,,,N,,,Y,,,,,,"□ 캐시백 지급 기준
- 전년 동기간 대비 3% 이상 절감 시 절감율별 차등 지급하며, 절감율이 높을수록 캐시백 지급 단가 상승
· 30% 한도, 10원 단위 절사
· 절감노력을 수반하지 않는 기온 상승에 따른 자연감소에 대한 온도 보정계수 적용 예정
· 동절기(12~3월) 기온이 평년기온 대비 1도 상승 시 5%p 자연 감소되므로, 1도 상승 시 8%로 기준 변경

□ 비교기간
- 절감기간 : 2023.12월 ~ 2024.3월(2024.1월 ~ 2024. 4월 고지서 발행분)
- 비교기간 : 2022.12월 ~ 2023.3월(2023.1월 ~ 2023.4월 고지서 발행분)","① 전출·전입, 명의변경 등으로 인하여 도시가스사 또는 고객식별번호가 변경되어 절감기간 및 비교기간의 전체 사용량 조회가 불가능한 경우
② 주택난방용 이외에 타용도 요금제(산업용, 업무난방용 등) 사용자
③ 신청자(회원가입자)와 계약자 명의가 다르나 계약자 정보제공동의서를 미제출한 사용자
④ 도시가스사 또는 고객식별번호를 오기입하여 사용량 조회가 불가능한 경우
⑤ 중앙난방에서 개별난방으로 전환하여 절감기간 및 비교기간 중 각 세대별 사용량 자료가 없는 경우
⑥ 기타 사유로 절감기간 및 비교기간의 사용량 조회가 불가능한 경우",53,1450000,산업통상자원부,1450000,산업통상자원부,1450000,산업통상자원부,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,20231201 ~ 20240331,2024-01-19 15:37:37,2024-01-19 15:37:37,0014010
20240119005400200002,1,001,001,001,0054002,,0044002,이천시 청년 일자리 공공인턴사업 참여자 모집,,일자리 제공이 필요한 미취업 청년 근로자를 대상 공고인턴사업 참여자 모집,일자리,취업,"□ 사업내용: 이천시청 및 소속 행정기관·산하·협력기관 행정업무지원
□ 보수 및 근무여건
 ㅇ임금: 시급 11,020원(주차·연차수당 지급)
ㅇ 근로조건 : 주5일, 1일 8시간
    - 사업장 사정에 따라 근무시간대 변경 될 수 있음
    - 해당업무 여건에 따라 근무지 변경 될 수 있음",4070000,경기도 이천시,,4070000,경기도 이천시,,N,0057001,,,,사업기간 : 2024.3.4.(월) ~ 2024.6.30.(일),"주소지 읍면동 행정복지센터, 이천시청 일자리정책과 방문접수","□ 채용방법
 ㅇ 1차 서류심사 ▷ 2차 면접심사

□ 선발 발표 : 2024. 2. 27. (화) * 일정에 따라 변경될 수 있음 
    - 해당 사업부서에서 선발자에 대해 개별 통보 
    - 신청서에 반드시 연락 가능한 전화번호 기재",,"□ <필수>청년일자리 공공인턴사업 신청서(붙임3 제1호서식)
□ <필수>개인정보 수집·이용·제공 동의서(자필서명 또는 날인)-(붙임3 제2,3,4호 서식)
□ <필수>구직등록 확인증   *읍면동 ㆍ일자리센터 직업상담사를 통해 발급
□ <필수>자기소개서
□ <필수>주민등록 초본(과거 주소변동사항 및 주민등록번호 포함)
□ <취업취약계층(저소득층) 해당자만>주민등록 등본(주민등록번호 공개)
□ (해당자) 취업취약계층 대상자 증빙서류
□ (해당자) 휴학 또는 졸업(예정)증명서 등 재적 증빙서류
□ (해당자) IT·사회복지 등 관련 자격증 및 경력증명서 사본
□ (해당자) 국민취업지원제도, 취업지원프로그램 이수 증빙서류",기타 자세한 사항은 이천시청 일자리정책과 (☎644-4173)로 문의,https://www.icheon.go.kr/portal/selectNoticeWebView.do?pageUnit=10&pageIndex=1&searchCnd=all&searchNotAncmtSeCd=05&key=1609&notAncmtMgtNo=55362,,30,N,19,34,N,,,,,,"가점사항  : IT·사회복지 등 관련 자격증
*첨부파일 공고문 참고",첨부파일 공고문 참고,331,4070000,경기도 이천시,6410000,경기도,6410000,경기도,41500,0011009,0013010,0049010,20240108 ~ 20240122,2024-01-19 14:27:18,2024-01-19 14:27:18,0014010
20240119005400100001,1,004,016,043,0054001,,0044002,2024 청춘만발 참여 예술인 모집,,전통공연예술의 미래를 열어나갈 청년 예술인의 활동기회 마련 및 창작 독려를 위한 전통공연예술 창작 인큐베이팅 사업,"일자리,복지문화","취업,예술인지원","□ 올해의 최고 아티스트 (총 1팀)
ㅇ 올해의 최고 아티스트 지원금 1,000만원
ㅇ 국립정동극장과 연계한 유관기관 축제 공연 출연 
   *2023  '웰컴 대학로 페스티발' 및 '렛츠종로 <국악로 페스타>' 연계
ㅇ 국립정동극장 기획공연 출연 
   *2023년 <정동다향> 및 2024년 <신년음악회> 연계

□ 우수 아티스트(총 1팀)
ㅇ 우수 아티스트 지원금 500만원
ㅇ 국립정동극장과 연계한 유관기관 축제 공연 출연 
   *2023  '웰컴 대학로 페스티발' 및 '렛츠종로 <국악로 페스타>' 연계

□ 인기 아티스트(총 1팀)
ㅇ 인기 아티스트 지원금 100만원
ㅇ 국립정동극장과 연계한 유관기관 축제 공연 출연 
   *2023  '웰컴 대학로 페스티발' 및 '렛츠종로 <국악로 페스타>' 연계

□ 선정 아티스트(총 10팀)
ㅇ 창작지원금 100만원
ㅇ ‘국립정동극장 세실’ 공연장 무대제공 및 기술 지원
ㅇ 작품 제작·연출 지원
ㅇ 인력 지원(기획, 홍보, 티켓·하우스 운영 등) 
ㅇ 통합 홍보(언론, 홈페이지, 블로그, SNS 등)",B554642,국립정동극장,,B554642,국립정동극장,,N,0057001,,,,,"신청방법: 이메일접수 : culture@jeongdong.or.kr
  ㅇ 메일제목 : 2024년 청춘만발 참가신청서_참가팀명
* 참가신청서는 국립정동극장 홈페이지 (www.jeongdong.or.kr) 에서 다운로드
 * 동영상은 참가팀 예정공연의 일부 시연 장면을 촬영한 동영상 (최대 2개)
* 제출파일은 2GB 이내로 압축하여 한 개의 파일로 보낼 것 (파일명_참가팀명)
 * 2GB 이상일 경우 메일 수신 불가",선정아티스트 발표 : 2024. 2. 2. (금) 17:00 국립정동극장 홈페이지 (www.jeongdong.or.kr),,"필수제출파일 : 참가신청서 1부, 5분 이내의 샘플 영상 2개 이내",문의: 국립정동극장 문화사업팀 culture@jeongdong.or.kr,https://www.jeongdong.or.kr/portal/bbs/B0000240/view.do?nttId=8594&menuNo=200015&pageIndex=1,,,N,19,34,N,,,,,,"□ 19세 ~ 34세, 청년 전통공연예술인(개인 및 단체)
* 1990년 1월 이후 출생 ~ 2005년 12월 이전 출생자 지원 가능
* 전통공연예술 장르 전공의 대학 및 대학원 재학 중일 경우, 나이 제한 없음
 * 2인 이상의 다수구성팀일 경우, 참여자 전원이 청년 예술인에 해당되어야 함

□ 작품요건: 국내외 동일 장르로 발표가 되지 않은 공연
* 단, 발표된 곡, 장면이라도 전체 공연의 30% 이하로 구성에 포함은 가능
*전통공연예술의 순수창작, 재구성, 재창작, 장르 간 협업 등 우리 전통공연예술을 보존하고 개발하고자 하는 아이디어가 반영된 무대 공연
*타 장르와 장르 간 협업이나 원작이 있는 공연의 경우, 협업에 대한 동의를 받은 공연, 저작권이나 공연권을 취득한 공연, 혹은 참여 선정 후 공연 이전에 확보가 가능한 공연",,89,,,,,,,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800",0011009,0013010,0049010,20240119 ~ 20240121,2024-01-19 14:19:50,2024-01-19 14:19:50,0014010
20240119005400200013,1,005,017,045,0054002,,0044002,청년공동체 활동지원사업(경기도),,청년들이 가진 지역 활성화 의지와 계획을 실현할 수 있는「청년공동체 활동지원 사업」참여팀 모집,참여권리,청년참여,"□ 사업내용: 청년공동체 활동 지원 및 네트워크 등 교류·협력
  ※ 청년공동체 활동 범위 : 청년과 주민의 교육, 복지, 문화, 생활환경, 일자리,  지역경제 활성화 등 다양한 영역에서 삶의 질을 높이는 활동
□ 지원내용
 ㅇ 활동지원: 과업수행비 지원, 8백만원
 ㅇ 네트워크 지원: 출범식, 성과공유회, 권역별 네트워크 행사 등 개최, 청년공동체간 교류·협력
 ㅇ 홍보·소통 지원: 온라인을 통한 활동 홍보·소통 지원, SNS 홍보·소통 채널 운영 홍보콘텐츠 제작",6410000,경기도,,6410000,관할 시군 청년공동체 담당부서,,N,0057001,,,,활동기간 : 2024. 3월 ~ 11월(9개월),"□ 신청 및 접수방법
 ㅇ 신청서 서식 : 경기도 홈페이지(www.gg.go.kr) 접속 후 (뉴스 > 고시공고) 신청서 다운로드
 ㅇ 접수처 : 관할 시군 청년공동체 담당부서*(방문 또는 우편제출)
      ※ 신청서류 원본과 한글파일(메일) 제출(PDF 파일 제출불가)","□ 선발기준 및 합격자 발표
ㅇ (선발기준) 청년공동체의 지역정착과 지역 활력 제고에 기여하는 목표를 갖고 구체적인 활동계획서를 제출한 팀 중심으로 선발
ㅇ (합격자 발표) 경기도청 홈페이지(뉴스 > 고시공고) 및 시군 통보",,"□ 참가 신청서 1부(붙임2)※ 활동계획서, 일정별·비목별 계획, 지방보조금 지원검토서, 구성원 명단 포함 
□ 개인정보 수집·이용·제공 동의서 1부(붙임3)",,,,,N,19,39,N,,,,,,"□ 도내 거주하는 청년* 5인 이상을 구성원으로 하는 법인·단체
     * (청년연령) 만19세 이상부터 만39세 이하인 자
ㅇ (참여목표) 지역사회의 활력제고를 목표로 지역 구성원으로 다양한 활동을 희망하거나 지역에 정착을 원하는 청년공동체
ㅇ (법인·단체) 선발된 청년공동체는 사업비 지급 전까지 법인을 설립하거나 해당 공동체명으로 고유번호증을 발급받아야 함
    ※ (중복지원 배제) 본 사업을 통해 지원되는 사업비와 중복될 경우 지원대상에서 제외되거나 추후 예산을 반납할 수 있음
ㅇ 본 사업의 기 선정 청년공동체도 공모 신청 가능함",,50,6410000,경기도,6410000,경기도,6410000,경기도,41000,0011009,0013010,0049010,20240103 ~ 20240119,2024-01-19 14:02:22,2024-01-19 14:02:44,0014010
20240119005400200012,1,005,017,045,0054002,,0044002,서울미래인재 모집,,새로운 서울을 설계하고 만들어나갈 미래인지 모집 및 양성,참여권리,청년참여,"- 서울시에서 결정되는 중요한 정책을 자문·조정·심의·의결
- 서울 시정에 참여하고자 하는 청년들을 모집하여 시정참여활동을 더 잘할 수 있도록 역량 강화프로그램을 제공",6110000,서울특별시,,6110000,서울특별시,,N,0057001,,,,,"□ 운영 절차
미래인재 공개 모집(자격을 만족하는 청년 본인이 청년인재등록 신청) ▷ 미래인재 풀 구축(위원 위촉 추천을 위한 미래인재 데이터베이스 구축) ▷ 역량 강화 프로그램 운영(온라인 공통교육 및 분야별 특화 교육 실시) ▷ 인재위촉 추천(청년들이 지출할 위원회 수요조사 후 위촉 진행) ▷ 사후 지원(인재 간 네트워크 형성 및 청년위원의 위원회 활동 지원 ·환류)",,https://www.youth.seoul.go.kr,,,https://www.youth.seoul.go.kr,,,N,19,39,N,,,,,,,,15,6110000,서울특별시,6110000,서울특별시,6110000,서울특별시,11000,0011009,0013010,0049010,20240101 ~ 20241231,2024-01-19 14:01:35,2024-01-19 14:01:35,0014010
20240119005400200006,1,002,005,010,0054002,,0044002,안양덕현 청년임대주택(행복주택) 입주자 모집,,안양시 청년임대주택 입주자 모집,주거,주택 및 거주지,"□ 임대기간(2년 단위)
- 대학생, 청년 계층 : 최장 6년
- 신혼부부, 한부모가족 계층 : 무자녀 최장 6년, 자녀 1명 이상 최장 10명
- 고령자, 주거급여수급자 : 최장 20년",3830000,경기도 안양시,,B554002,안양도시공사,,N,0057001,,,,,"- 안양도시공사 청약 홈페이지 접소 ▷ 접속신청자 본인 명의 휴대폰 인증 ▷ 인터넷 청약 신청 ▷ 신청내역 확인
※ 인터넷 청약신청서 작성 방법 : 지구선택 → 주택유형선택 → 공급구분선택 → 이용약관 및 개인정보 동의 → 청약신청서 작성","- 당첨자 발표 : `24.5.31. 17시 이후
- 계약 체결 : `24.6.18. ~ 25.",https://auchome.auc.co.kr,공고문 참고,,,,,N,,,Y,,,,,,"□ 공급일정
- 우선공급 : `24.1.29 ~ 2.2.
- 일반공급 : `24.2.13 ~ 16.
※ 우선공급 청약 접수 결과에 따라 일반공급을 접수하지 않을 수 있음",,39,3830000,경기도 안양시,6410000,경기도,6410000,경기도,41170,0011009,0013010,0049010,20240129 ~ 20240216,2024-01-19 10:22:53,2024-03-11 15:51:34,0014010
